gene_id	WTS_1	WTS_2	WTS_3	WT_1	WT_2	WT_3
gene-OW489_RS02885	318	675	850	157	426	154
gene-OW489_RS02890	5100	5654	6488	7531	11254	6607
gene-OW489_RS02895	14090	12509	13566	12656	17360	11455
gene-OW489_RS02910	922	1630	1632	801	964	743
gene-OW489_RS02915	2030	1755	1886	763	1160	823
gene-OW489_RS02920	1624	1874	1834	1551	2121	1438
gene-OW489_RS02925	554	597	810	757	1416	795
gene-OW489_RS02930	444	508	659	477	857	567
gene-OW489_RS02940	13802	10415	10945	14770	15670	14043
gene-OW489_RS02950	237	804	1010	993	1915	1074
gene-OW489_RS02955	147	229	326	164	403	183
gene-OW489_RS02960	4378	4765	5972	3358	5684	3065
gene-OW489_RS02965	1974	2645	2928	823	1062	669
gene-OW489_RS02970	3050	2501	2664	1070	1545	870
gene-OW489_RS02980	3646	1853	2236	6569	9957	6225
gene-OW489_RS02985	1443	2358	2480	3069	3654	2629
gene-OW489_RS02995	2419	2845	2901	1712	2545	1525
gene-OW489_RS03000	2250	2403	2522	2742	3115	2664
gene-OW489_RS03005	1562	2220	2010	2626	3290	2668
gene-OW489_RS03010	3380	5203	5033	3643	4830	3254
gene-OW489_RS03015	937	2568	2461	1590	1687	1220
gene-OW489_RS03020	1494	2352	2521	1648	2074	1648
gene-OW489_RS03025	3258	5318	5452	5216	6527	4968
gene-OW489_RS03030	1105	2000	2120	2863	3221	2934
gene-OW489_RS03035	1732	3019	3343	6166	7060	6717
gene-OW489_RS03040	1675	1929	2055	2330	3118	2287
gene-OW489_RS03050	12	8	5	20	24	19
gene-OW489_RS03055	263	4693	4174	1084	1771	1143
gene-OW489_RS03060	3391	5270	5780	6282	7975	5565
gene-OW489_RS03065	627	1563	1695	1149	1430	907
gene-OW489_RS03070	425	761	756	527	719	417
gene-OW489_RS03075	1632	1955	1927	3382	4407	3057
gene-OW489_RS03080	4313	4187	4458	8594	10940	7885
gene-OW489_RS03085	51	55	65	87	89	89
gene-OW489_RS03090	2177	2660	2565	4997	6536	4580
gene-OW489_RS03095	3435	5919	6198	6203	8790	6070
gene-OW489_RS03100	12824	12894	13507	7366	11025	6935
gene-OW489_RS03105	7176	8988	10290	11199	16902	10966
gene-OW489_RS03110	4838	5195	5427	9701	7715	10059
gene-OW489_RS03115	27	94	121	18	28	24
gene-OW489_RS03120	2341	2372	2868	14794	21807	10449
gene-OW489_RS03130	1803	2523	2361	469	725	405
gene-OW489_RS03135	22472	15654	16115	6857	8596	5967
gene-OW489_RS03140	1403	2849	3286	3686	4601	3460
gene-OW489_RS03145	4867	4114	4908	3493	5537	3691
gene-OW489_RS03150	810	618	703	383	403	470
gene-OW489_RS03155	919	1427	1610	810	1409	779
gene-OW489_RS03160	1227	1341	1480	568	850	581
gene-OW489_RS03170	7732	6021	8372	3291	5594	3206
gene-OW489_RS03175	14830	9165	12960	8997	13132	9864
gene-OW489_RS03180	2951	5437	5662	5760	5133	6341
gene-OW489_RS03185	3950	4262	4673	2112	2751	2560
gene-OW489_RS03190	2357	4808	5275	2958	4216	3052
gene-OW489_RS03195	1127	1847	1983	2053	2452	2014
gene-OW489_RS03200	343	1154	1083	354	471	372
gene-OW489_RS03205	9794	7726	8852	15160	19653	14504
gene-OW489_RS03210	290	399	429	579	728	679
gene-OW489_RS03215	107	146	161	169	164	142
gene-OW489_RS03220	193	364	384	61	145	49
gene-OW489_RS03225	17003	7429	8778	8100	10834	7524
gene-OW489_RS03230	22379	17563	20259	22574	34438	20483
gene-OW489_RS03235	320	649	621	506	593	600
gene-OW489_RS03240	864	1102	1223	1057	1532	1041
gene-OW489_RS03245	421	1939	2008	2442	2474	1979
gene-OW489_RS03250	592	428	501	426	561	361
gene-OW489_RS03255	919	954	1030	780	971	677
gene-OW489_RS03260	2273	2703	2822	2760	3377	2635
gene-OW489_RS03265	1134	980	1124	672	633	587
gene-OW489_RS03270	233	599	511	167	195	175
gene-OW489_RS03275	8	73	83	14	18	16
gene-OW489_RS03280	90	206	205	81	94	74
gene-OW489_RS03285	762	1060	1126	646	848	492
gene-OW489_RS03290	273	855	895	437	475	418
gene-OW489_RS03295	609	1255	1508	397	519	293
gene-OW489_RS03300	2439	2377	2485	1516	1964	1367
gene-OW489_RS03305	45	70	46	32	35	22
gene-OW489_RS03310	0	3	3	4	4	0
gene-OW489_RS03315	726	1955	2255	1109	1456	832
gene-OW489_RS03320	182	275	331	205	250	188
gene-OW489_RS03325	1731	1542	1407	1520	930	1653
gene-OW489_RS03330	5843	4239	4465	5777	7574	5832
gene-OW489_RS03335	4043	2376	2570	3487	6427	3440
gene-OW489_RS03340	748	851	931	1216	2009	1260
gene-OW489_RS03345	1465	2960	3241	800	1142	768
gene-OW489_RS03350	43	88	87	25	28	22
gene-OW489_RS03355	596	674	743	352	534	415
gene-OW489_RS03360	6194	9467	12249	16952	21197	16642
gene-OW489_RS03365	4903	4310	4882	4947	6990	4862
gene-OW489_RS03370	1682	1709	1765	1537	2094	1200
gene-OW489_RS03375	2196	2284	2376	1925	3179	1616
gene-OW489_RS03380	8997	8426	9146	13757	16896	13000
gene-OW489_RS03385	0	12	11	0	0	0
gene-OW489_RS03390	141347	116170	127532	179655	192115	174924
gene-OW489_RS03395	1669	1286	1608	416	706	386
gene-OW489_RS03400	94	234	325	66	140	59
gene-OW489_RS03405	3677	3921	4409	4774	5954	4949
gene-OW489_RS03410	3255	3334	4318	5360	8495	4834
gene-OW489_RS03415	686	724	901	1026	1327	1111
gene-OW489_RS03420	4178	3435	4507	4177	7183	4264
gene-OW489_RS03425	122	241	286	304	374	297
gene-OW489_RS03430	3273	3551	4756	1416	2463	1228
gene-OW489_RS03435	7	8	3	2	3	2
gene-OW489_RS03440	3	75	72	22	21	7
gene-OW489_RS03445	281	507	550	357	474	341
gene-OW489_RS03450	1781	1578	1661	2577	3665	2309
gene-OW489_RS03455	823	999	956	1254	1737	1225
gene-OW489_RS03460	1894	2394	2684	2643	3997	2764
gene-OW489_RS03465	456	334	374	467	690	526
gene-OW489_RS03470	96	289	432	208	540	114
gene-OW489_RS03475	188	941	828	530	677	501
gene-OW489_RS03480	2402	2957	2863	2317	2442	2348
gene-OW489_RS03485	766	1135	1110	308	422	198
gene-OW489_RS03490	250	444	433	171	207	113
gene-OW489_RS03495	1079	1172	1240	499	544	388
gene-OW489_RS03500	847	1439	1538	520	726	421
gene-OW489_RS03505	2338	2420	2724	3070	3049	2969
gene-OW489_RS03510	563	555	797	1355	3643	1182
gene-OW489_RS03515	312	256	322	705	1405	653
gene-OW489_RS03520	112	102	132	130	180	111
gene-OW489_RS03525	1817	1026	1062	2313	3540	2782
gene-OW489_RS03530	865	670	761	5971	9232	6303
gene-OW489_RS03535	1219	960	1220	9912	16792	10063
gene-OW489_RS03540	218	232	315	2482	4734	2429
gene-OW489_RS03545	787	352	389	1856	3207	1937
gene-OW489_RS03550	404	293	328	898	1923	734
gene-OW489_RS03555	307	714	685	1013	1304	975
gene-OW489_RS03560	804	1446	1495	2245	2608	2160
gene-OW489_RS03570	565	964	913	440	511	375
gene-OW489_RS03755	2	4	4	3	0	1
gene-OW489_RS03760	27	36	28	16	25	4
gene-OW489_RS03765	16	48	50	4	4	4
gene-OW489_RS03770	1996	2052	2201	501	628	399
gene-OW489_RS03775	7617	8132	8874	5692	6944	5734
gene-OW489_RS03780	2119	2459	2442	1709	2119	1824
gene-OW489_RS03785	1818	2066	2097	1534	2444	1335
gene-OW489_RS03790	489	636	657	497	863	397
gene-OW489_RS03795	5961	5348	5202	5773	7416	5568
gene-OW489_RS03800	92	102	111	54	88	55
gene-OW489_RS03805	1450	1896	2256	1173	1751	1091
gene-OW489_RS03810	5622	3400	4268	2291	4624	2116
gene-OW489_RS03815	13816	7920	11806	5159	15750	4172
gene-OW489_RS03820	22803	10435	14651	6803	14481	5637
gene-OW489_RS03825	2004	2817	3252	1848	2548	1569
gene-OW489_RS03830	2230	1598	2378	790	2081	731
gene-OW489_RS03835	120	134	203	95	248	72
gene-OW489_RS03840	268	343	591	283	696	230
gene-OW489_RS03845	819	563	1025	468	1288	344
gene-OW489_RS03850	736	774	848	1414	1828	1302
gene-OW489_RS03855	983	1275	1350	462	740	516
gene-OW489_RS03860	1788	2640	4382	557	945	481
gene-OW489_RS03865	540	812	913	518	689	372
gene-OW489_RS03870	285	464	504	713	628	673
gene-OW489_RS03880	46	20	51	37	219	28
gene-OW489_RS03885	10	29	47	56	49	36
gene-OW489_RS03895	9063	7378	8291	4559	5599	4292
gene-OW489_RS03900	1637	1934	2139	1586	1950	1712
gene-OW489_RS03905	92	144	187	55	90	74
gene-OW489_RS03910	326	345	315	68	98	46
gene-OW489_RS03915	51	90	75	82	77	71
gene-OW489_RS03925	2163	2496	2766	743	746	755
gene-OW489_RS03930	11893	11789	12709	8968	10210	8685
gene-OW489_RS03940	1670	1620	1797	715	1056	675
gene-OW489_RS03945	2512	2085	2277	1284	1925	1136
gene-OW489_RS03950	622	1201	1281	1076	1649	924
gene-OW489_RS03955	35	40	82	23	31	11
gene-OW489_RS03960	267	298	318	82	142	101
gene-OW489_RS03965	156	178	158	23	22	13
gene-OW489_RS03970	1352	1643	1666	276	442	244
gene-OW489_RS03975	2125	3138	3088	996	1231	884
gene-OW489_RS03980	10443	8170	8456	4636	6262	4160
gene-OW489_RS03985	7765	7125	7809	4441	6651	4326
gene-OW489_RS03990	6764	5172	5268	2711	3348	2574
gene-OW489_RS03995	4861	4130	5090	2469	3983	2258
gene-OW489_RS04000	820	1048	1274	1649	2046	1541
gene-OW489_RS04005	2404	2640	2695	132694	158710	147839
gene-OW489_RS04010	307	338	366	692	929	639
gene-OW489_RS04015	36	44	54	43	65	32
gene-OW489_RS04020	910	1840	2052	684	887	490
gene-OW489_RS04025	13798	9329	9979	5216	6970	4960
gene-OW489_RS04030	1149	1006	1027	634	694	583
gene-OW489_RS04035	860	973	1041	711	1340	592
gene-OW489_RS04040	2666	3014	3347	3157	3814	2898
gene-OW489_RS04045	1470	2562	2645	992	1334	731
gene-OW489_RS04050	413	592	574	422	551	344
gene-OW489_RS04055	3136	4070	4500	2266	3096	2085
gene-OW489_RS04060	3386	2986	3436	3802	4395	3415
gene-OW489_RS04065	3577	3216	3392	4050	5793	4023
gene-OW489_RS04075	82	118	122	48	56	23
gene-OW489_RS04080	500	505	578	404	458	320
gene-OW489_RS04090	434	700	723	380	546	284
gene-OW489_RS04095	543	630	658	324	432	394
gene-OW489_RS04100	41	56	62	44	63	55
gene-OW489_RS04105	933	1257	1338	1132	1290	958
gene-OW489_RS04110	164	374	319	247	342	236
gene-OW489_RS04115	14713	8617	9332	10573	14051	10826
gene-OW489_RS04120	9663	8194	8806	10838	13678	11072
gene-OW489_RS04125	33	33	56	329	1063	263
gene-OW489_RS04130	398	367	418	1341	2730	1041
gene-OW489_RS04140	491	760	941	490	749	502
gene-OW489_RS04145	555	863	912	249	298	222
gene-OW489_RS04150	100	179	155	94	135	74
gene-OW489_RS04160	1	2	6	8	10	4
gene-OW489_RS04175	869	1013	921	1199	1511	1212
gene-OW489_RS04180	542	893	957	979	1293	955
gene-OW489_RS04185	2362	1531	1598	1523	2021	1437
gene-OW489_RS04190	110	284	268	115	171	99
gene-OW489_RS04195	1796	3493	3743	3430	4499	2923
gene-OW489_RS04200	1409	1645	1802	654	759	567
gene-OW489_RS04205	1161	1495	1596	1022	1223	916
gene-OW489_RS04210	708	736	763	433	490	382
gene-OW489_RS04215	3146	2228	2204	2286	2407	2272
gene-OW489_RS04225	630	740	738	265	414	246
gene-OW489_RS04240	251	249	279	51	58	46
gene-OW489_RS04245	1321	2332	2354	2709	3631	2318
gene-OW489_RS04250	559	707	820	543	746	413
gene-OW489_RS04255	787	1128	1033	680	809	663
gene-OW489_RS04260	805	1094	1187	613	971	561
gene-OW489_RS04265	1144	2253	2338	2035	2763	1743
gene-OW489_RS04270	1887	2542	2993	2089	2421	1846
gene-OW489_RS04275	3462	3500	4492	3373	4417	3531
gene-OW489_RS04280	281	496	628	501	605	449
gene-OW489_RS04285	46	166	178	94	123	86
gene-OW489_RS04290	146	183	222	113	153	118
gene-OW489_RS04295	26	52	68	56	94	38
gene-OW489_RS04300	134	175	210	137	267	173
gene-OW489_RS04305	1397	1499	1572	778	1117	682
gene-OW489_RS04310	750	994	908	291	348	285
gene-OW489_RS04315	1212	1961	2363	1297	1751	1370
gene-OW489_RS04320	4423	5546	6153	2493	3421	2403
gene-OW489_RS04325	204	1152	1212	736	1057	620
gene-OW489_RS04330	925	1035	1164	994	1197	1095
gene-OW489_RS04335	5	20	16	4	10	10
gene-OW489_RS04360	14	54	76	41	45	29
gene-OW489_RS04365	49	67	97	151	192	82
gene-OW489_RS04370	1085	2167	2097	341	513	347
gene-OW489_RS04375	237	398	455	148	273	174
gene-OW489_RS04380	605	796	1016	492	728	527
gene-OW489_RS04385	1520	2092	2035	1298	1462	1375
gene-OW489_RS04390	6120	7012	7612	2208	2950	2176
gene-OW489_RS04395	467	1581	1971	1740	2703	1516
gene-OW489_RS04400	309	430	740	583	1383	488
gene-OW489_RS04405	33	84	83	188	231	174
gene-OW489_RS04410	15740	9859	10635	17361	20942	17163
gene-OW489_RS04415	77	77	118	107	168	130
gene-OW489_RS04420	1530	1998	2104	793	1396	613
gene-OW489_RS04425	1095	1359	1373	1921	2665	1846
gene-OW489_RS04430	14510	9515	10534	11931	15130	10497
gene-OW489_RS04435	70422	208191	192970	383811	606386	423154
gene-OW489_RS04440	1017	1470	1544	1501	1975	1385
gene-OW489_RS04445	3507	3876	4549	5398	8290	5235
gene-OW489_RS04450	1455	1189	1419	731	1263	715
gene-OW489_RS04455	7812	9277	11097	11447	21879	10433
gene-OW489_RS04465	1767	1567	2105	2361	4968	2325
gene-OW489_RS04470	3407	3577	4277	2641	4140	2387
gene-OW489_RS04475	491	552	848	704	1314	775
gene-OW489_RS04480	1115	1199	1728	1382	2553	1574
gene-OW489_RS04485	12583	10732	13395	12110	18670	11008
gene-OW489_RS04490	66	39	26	13	28	16
gene-OW489_RS04495	8259	9335	10044	15489	19298	15114
gene-OW489_RS04500	363	668	649	334	349	398
gene-OW489_RS04505	942	1011	1066	806	1184	800
gene-OW489_RS04510	48	110	108	43	62	51
gene-OW489_RS04520	183	308	493	194	331	204
gene-OW489_RS04525	747	912	1014	306	370	300
gene-OW489_RS04530	5	14	15	4	11	4
gene-OW489_RS04535	1574	1440	1440	775	1006	818
gene-OW489_RS04545	174	610	568	303	347	239
gene-OW489_RS04550	2	13	13	3	14	5
gene-OW489_RS04555	125	137	114	47	73	61
gene-OW489_RS04560	102	93	120	75	87	83
gene-OW489_RS04565	1643	1833	1926	1979	2491	1930
gene-OW489_RS04570	290	297	317	129	176	154
gene-OW489_RS04575	380	272	317	150	276	137
gene-OW489_RS04580	72	107	114	78	88	78
gene-OW489_RS04585	1585	1830	1789	1208	1286	1056
gene-OW489_RS04590	471	645	625	404	388	379
gene-OW489_RS04595	1766	2125	2281	2479	2893	2255
gene-OW489_RS04600	1446	1893	2054	2337	3226	1988
gene-OW489_RS04605	359	490	521	422	426	346
gene-OW489_RS04625	250	324	398	262	671	224
gene-OW489_RS04630	238	379	428	250	319	212
gene-OW489_RS04635	160	300	285	697	812	565
gene-OW489_RS04640	1013	1137	1171	947	1362	888
gene-OW489_RS04645	401	628	655	111	241	101
gene-OW489_RS04650	448	605	606	826	1036	746
gene-OW489_RS04655	235	193	222	140	202	146
gene-OW489_RS04660	12247	13093	13954	12924	16152	12864
gene-OW489_RS04665	34292	37137	39696	33709	35832	33549
gene-OW489_RS04670	83	253	251	219	280	218
gene-OW489_RS04675	2205	9180	9128	5258	5031	4931
gene-OW489_RS04680	5231	6138	6524	3310	4118	3123
gene-OW489_RS04685	522	670	898	1636	3262	1491
gene-OW489_RS04690	719	927	1265	2128	3991	1917
gene-OW489_RS04695	66	79	95	12	24	35
gene-OW489_RS04700	3626	4010	4299	3719	4584	3219
gene-OW489_RS04705	236	477	522	518	643	440
gene-OW489_RS04710	955	1315	1406	1077	1281	946
gene-OW489_RS04715	1568	6326	5860	6845	4542	6721
gene-OW489_RS04725	8518	5948	6904	10699	13357	8971
gene-OW489_RS04730	3287	3610	4107	3520	4869	3089
gene-OW489_RS04735	4591	4764	4732	7297	6924	7826
gene-OW489_RS04740	1354	1736	1914	1376	1993	1105
gene-OW489_RS04745	438	845	923	420	641	301
gene-OW489_RS04750	238	333	338	92	97	51
gene-OW489_RS04755	70	153	116	134	177	121
gene-OW489_RS04760	49	52	88	78	122	98
gene-OW489_RS04765	4	4	8	7	13	5
gene-OW489_RS04770	334	413	424	450	689	421
gene-OW489_RS04775	409	723	780	726	1174	593
gene-OW489_RS04780	172	210	197	208	305	200
gene-OW489_RS04790	1252	1319	1224	690	721	729
gene-OW489_RS04795	123	124	154	67	118	84
gene-OW489_RS04800	312	297	483	338	1179	261
gene-OW489_RS04805	723	429	375	374	349	385
gene-OW489_RS04810	453	732	836	727	1182	871
gene-OW489_RS04815	585	689	749	495	970	550
gene-OW489_RS04820	1954	3001	3100	2077	2800	1771
gene-OW489_RS04825	426	626	610	200	287	154
gene-OW489_RS04830	955	835	807	383	467	408
gene-OW489_RS04835	1244	1417	1284	530	534	551
gene-OW489_RS04840	9246	8421	9063	4799	6599	4549
gene-OW489_RS04845	1499	2234	2286	1937	2770	1861
gene-OW489_RS04850	469	757	611	613	652	595
gene-OW489_RS04855	1680	2446	2776	3208	4279	3011
gene-OW489_RS04860	1566	1677	1696	411	637	352
gene-OW489_RS04865	1237	1909	2362	961	1532	852
gene-OW489_RS04870	1625	1488	2013	1032	1705	864
gene-OW489_RS04875	8140	7133	8936	4331	6336	4393
gene-OW489_RS04885	47	61	46	71	65	53
gene-OW489_RS04890	10768	8663	9038	12945	24276	10905
gene-OW489_RS04895	72751	32001	32698	66131	92110	58728
gene-OW489_RS04900	158529	114289	115430	289235	360602	256511
gene-OW489_RS04905	10931	12561	17850	600	922	553
gene-OW489_RS04910	347	397	426	695	729	676
gene-OW489_RS04915	840	977	1045	1834	2008	1724
gene-OW489_RS04925	21	8	20	20	76	18
gene-OW489_RS04930	718	1349	1568	1515	2338	1339
gene-OW489_RS04935	559	789	748	197	268	238
gene-OW489_RS04940	3608	3549	3586	1795	2255	1871
gene-OW489_RS04945	16696	12881	11965	2181	2508	2037
gene-OW489_RS04950	310	272	332	409	502	384
gene-OW489_RS04955	489	349	340	435	478	427
gene-OW489_RS04960	95	111	85	131	171	141
gene-OW489_RS04965	1804	2086	2103	5301	4559	5757
gene-OW489_RS04980	5	1	4	2	4	2
gene-OW489_RS05000	519	345	351	489	714	459
gene-OW489_RS05005	836	444	494	1001	1748	1050
gene-OW489_RS05010	3970	2555	2565	6238	6386	6481
gene-OW489_RS05015	56	119	126	775	606	777
gene-OW489_RS05020	6	12	9	8	0	2
gene-OW489_RS05025	2	6	4	2	0	0
gene-OW489_RS05030	261	495	569	269	362	222
gene-OW489_RS05035	1681	2143	2277	2764	2990	2404
gene-OW489_RS05040	3211	3773	4335	4589	5918	3938
gene-OW489_RS05045	148	253	282	176	267	172
gene-OW489_RS05055	463	633	716	237	306	222
gene-OW489_RS05060	18420	15491	20257	18289	29233	15746
gene-OW489_RS05065	4672	3939	7126	5451	17504	4668
gene-OW489_RS05070	4911	4759	5138	2683	3366	2531
gene-OW489_RS05075	1393	1792	2218	945	1460	952
gene-OW489_RS05080	1173	1255	1236	496	819	466
gene-OW489_RS05085	9468	7409	9576	4238	8418	3904
gene-OW489_RS05090	14854	7898	10645	15297	34002	15845
gene-OW489_RS05095	150	269	278	206	237	170
gene-OW489_RS05100	921	1797	1825	1958	2504	1683
gene-OW489_RS05110	144	366	393	672	508	625
gene-OW489_RS05115	1204	795	822	408	539	370
gene-OW489_RS05120	821	911	774	459	698	484
gene-OW489_RS05125	913	955	848	986	1357	999
gene-OW489_RS05130	303	368	405	339	420	285
gene-OW489_RS05135	1832	2672	2949	1261	1600	1034
gene-OW489_RS05140	2060	2596	2674	3016	3631	2809
gene-OW489_RS05145	1658	1791	1772	1624	2114	1637
gene-OW489_RS05150	1006	707	710	564	769	558
gene-OW489_RS05155	66	103	88	14	34	15
gene-OW489_RS05160	87	71	69	35	65	48
gene-OW489_RS05165	140	739	572	74	72	53
gene-OW489_RS05170	35	108	82	16	28	11
gene-OW489_RS05175	97	231	219	296	363	284
gene-OW489_RS05180	909	964	866	350	421	248
gene-OW489_RS05185	1625	1918	1794	1148	1447	1156
gene-OW489_RS05190	1499	1113	1313	454	928	455
gene-OW489_RS05195	1027	849	1117	505	850	482
gene-OW489_RS05200	3731	2990	3244	2445	3226	2141
gene-OW489_RS05205	1348	911	1000	639	727	608
gene-OW489_RS05220	23	31	30	2	3	4
gene-OW489_RS05225	327	1653	1786	81	90	103
gene-OW489_RS05230	2735	2385	2440	113	159	142
gene-OW489_RS05235	2250	8607	9593	885	1690	923
gene-OW489_RS05240	10355	15655	15650	22498	24986	20993
gene-OW489_RS05245	876	1383	1460	1728	2804	1520
gene-OW489_RS05250	543	593	749	521	1427	497
gene-OW489_RS05255	434	779	982	806	1184	914
gene-OW489_RS05260	359	499	473	254	257	191
gene-OW489_RS05265	170	171	188	160	215	232
gene-OW489_RS05270	4209	3455	3561	3853	5274	3912
gene-OW489_RS05280	1094	1848	1730	1170	1102	957
gene-OW489_RS05285	707	940	886	260	317	217
gene-OW489_RS05290	1529	1451	1589	641	1022	636
gene-OW489_RS05295	4558	7966	8142	6383	7817	5885
gene-OW489_RS05300	525	654	661	594	758	515
gene-OW489_RS05305	1126	1039	1173	1195	1268	1186
gene-OW489_RS05310	2403	2389	2784	2869	3562	2947
gene-OW489_RS05325	5	0	1	1	8	4
gene-OW489_RS05330	19	44	51	22	56	16
gene-OW489_RS05335	1227	1435	1495	729	1251	800
gene-OW489_RS05340	393	487	533	202	284	214
gene-OW489_RS05345	736	958	1047	250	331	241
gene-OW489_RS05350	3578	3910	4033	3286	4517	2803
gene-OW489_RS05355	1803	1786	2003	2614	3277	2202
gene-OW489_RS05360	3870	3837	4003	3130	3747	2755
gene-OW489_RS05365	106	239	278	245	360	210
gene-OW489_RS05370	668	760	780	1152	1282	1000
gene-OW489_RS05375	2221	3760	4076	2251	2878	1955
gene-OW489_RS05380	1555	2261	2202	2206	2186	2007
gene-OW489_RS05385	1838	2012	2095	1716	2165	1432
gene-OW489_RS05400	542	997	1037	1555	1916	1585
gene-OW489_RS05415	2254	2328	2549	9943	15780	8323
gene-OW489_RS05430	0	7	2	11	4	6
gene-OW489_RS05600	67	158	173	531	648	353
gene-OW489_RS05605	2641	2361	2438	608	791	589
gene-OW489_RS05610	325	379	360	145	237	132
gene-OW489_RS05620	74	172	199	118	330	117
gene-OW489_RS05625	28	35	35	18	36	23
gene-OW489_RS05630	416	673	825	1295	2415	1460
gene-OW489_RS05635	917	1188	1224	476	470	469
gene-OW489_RS05640	505	603	595	532	628	436
gene-OW489_RS05645	633	874	826	568	807	490
gene-OW489_RS05650	308	622	616	153	175	159
gene-OW489_RS05675	1057	1507	1488	485	569	374
gene-OW489_RS05680	3327	2380	2376	1555	1512	1287
gene-OW489_RS05685	572	1016	964	1828	1917	1770
gene-OW489_RS05690	220	209	155	380	347	394
gene-OW489_RS05695	1110	1035	1120	1388	1586	1448
gene-OW489_RS05700	83	164	159	34	50	17
gene-OW489_RS05705	2	6	3	1	0	0
gene-OW489_RS05710	6472	4476	6050	4367	9745	4016
gene-OW489_RS05715	10286	9932	13122	11968	22576	10489
gene-OW489_RS05720	560	1046	1056	712	820	604
gene-OW489_RS05725	1588	1227	1310	1313	1511	1303
gene-OW489_RS05730	125	380	398	576	803	533
gene-OW489_RS05735	1878	2054	2483	3244	4916	3451
gene-OW489_RS05740	4686	3636	4326	4152	6404	3900
gene-OW489_RS05745	1304	967	1285	1097	1256	1080
gene-OW489_RS05750	8108	7428	8774	8703	14367	8148
gene-OW489_RS05755	1701	1520	1689	954	1462	893
gene-OW489_RS05760	1219	1443	1513	681	990	550
gene-OW489_RS05765	1314	1433	1464	504	607	434
gene-OW489_RS05770	1272	1475	1579	1271	1650	1272
gene-OW489_RS05775	270	334	312	331	189	394
gene-OW489_RS05780	1679	1906	1977	1148	2232	1003
gene-OW489_RS05785	3458	4081	4508	4920	5634	4611
gene-OW489_RS05790	8691	7422	8156	9076	12404	8847
gene-OW489_RS05795	7029	4025	4471	5175	7723	5032
gene-OW489_RS05805	1059	1574	1555	548	608	444
gene-OW489_RS05815	2813	5518	5845	4866	4934	4253
gene-OW489_RS05820	6214	10289	10969	6616	7494	5644
gene-OW489_RS05830	186	315	313	348	366	340
gene-OW489_RS05835	2702	2222	2471	5728	7917	5405
gene-OW489_RS05840	88727	92551	102384	142300	180730	135856
gene-OW489_RS05845	21026	16606	19477	4643	7712	4173
gene-OW489_RS05850	468	597	509	204	264	141
gene-OW489_RS05855	58	88	76	11	35	18
gene-OW489_RS05860	306	376	344	153	270	146
gene-OW489_RS05865	373	556	391	308	274	320
gene-OW489_RS05870	412	827	811	582	703	478
gene-OW489_RS05875	727	783	733	301	259	237
gene-OW489_RS05880	547	678	638	437	440	428
gene-OW489_RS05885	444	946	1029	498	640	385
gene-OW489_RS05890	643	852	837	1200	1554	1049
gene-OW489_RS05895	1704	2441	2579	3230	3598	2899
gene-OW489_RS05900	385	543	473	425	574	451
gene-OW489_RS05905	1341	1188	1205	740	851	766
gene-OW489_RS05910	460	642	671	560	640	661
gene-OW489_RS05915	27	31	30	33	25	24
gene-OW489_RS05920	458	300	358	325	354	302
gene-OW489_RS05925	212	257	296	89	110	105
gene-OW489_RS05930	4908	4847	5437	1123	1303	1094
gene-OW489_RS05935	4560	3595	3813	802	885	656
gene-OW489_RS05940	469	617	555	215	220	140
gene-OW489_RS05955	3042	3140	3391	5137	5949	4734
gene-OW489_RS05960	699	2478	2735	4654	5997	4514
gene-OW489_RS05965	8726	12657	14525	33756	58380	31603
gene-OW489_RS05970	323	648	661	882	1689	831
gene-OW489_RS05975	138	305	302	379	393	476
gene-OW489_RS05980	628	1100	1332	1197	2066	1157
gene-OW489_RS05990	438	523	522	603	604	641
gene-OW489_RS05995	673	668	662	980	1125	890
gene-OW489_RS06000	260	1296	1221	97	94	81
gene-OW489_RS06005	560	1641	1521	68	71	98
gene-OW489_RS06010	520	1724	1588	120	149	175
gene-OW489_RS06015	237	1078	1001	45	60	93
gene-OW489_RS06030	2128	1614	3565	16910	85114	12329
gene-OW489_RS06035	606	1497	2486	16479	43095	11911
gene-OW489_RS06040	694	925	889	590	760	529
gene-OW489_RS06045	1178	1799	1839	1545	1917	1629
gene-OW489_RS06050	1372	2025	2305	3296	4942	3350
gene-OW489_RS06055	467	575	524	67	69	76
gene-OW489_RS06060	346	507	468	52	102	67
gene-OW489_RS06065	1348	2045	1771	139	162	124
gene-OW489_RS06070	29	189	220	66	112	49
gene-OW489_RS06075	1083	1285	1311	486	598	428
gene-OW489_RS06080	2913	2749	2848	3374	4095	3166
gene-OW489_RS06085	1372	1374	1466	1796	2457	2058
gene-OW489_RS06090	53	81	94	50	72	56
gene-OW489_RS06095	279	571	568	171	203	145
gene-OW489_RS06100	1680	2262	2725	190	340	205
gene-OW489_RS06110	263	336	393	201	446	189
gene-OW489_RS06115	4383	5656	5979	4570	6090	3964
gene-OW489_RS06120	1745	2889	3337	2388	3360	2134
gene-OW489_RS06125	4733	6089	6506	10758	13903	10560
gene-OW489_RS06130	20	27	37	20	33	25
gene-OW489_RS06135	2729	3074	3461	4131	5530	3829
gene-OW489_RS06140	2500	2271	2406	3003	3757	2900
gene-OW489_RS06145	6586	5380	5679	7081	8308	6818
gene-OW489_RS06150	926	905	1157	940	1734	1118
gene-OW489_RS06155	322	422	547	244	514	192
