gene_id	WTS_1	WTS_2	WTS_3	WT_1	WT_2	WT_3
gene-OW489_RS06170	601	845	924	316	448	293
gene-OW489_RS06175	577	714	603	189	266	170
gene-OW489_RS06180	100	168	162	98	145	115
gene-OW489_RS06185	1505	1955	2155	1750	2319	1747
gene-OW489_RS06190	260	350	343	138	253	128
gene-OW489_RS06195	333	733	752	539	700	532
gene-OW489_RS06200	109	83	110	63	107	79
gene-OW489_RS06205	67	174	153	160	156	176
gene-OW489_RS06210	486	634	524	407	602	361
gene-OW489_RS06215	842	916	894	751	1055	654
gene-OW489_RS06220	722	626	554	563	726	666
gene-OW489_RS06225	531	787	820	642	998	539
gene-OW489_RS06235	324	729	686	804	985	882
gene-OW489_RS06240	80	156	173	109	187	121
gene-OW489_RS06250	5880	7746	7683	6191	6343	6138
gene-OW489_RS06255	1038	1238	1284	425	621	338
gene-OW489_RS06260	493	556	494	197	223	179
gene-OW489_RS06265	204	352	336	89	159	68
gene-OW489_RS06270	1849	2814	2926	2589	2937	2277
gene-OW489_RS06275	1850	2740	3021	4176	6695	3881
gene-OW489_RS06280	554	992	1139	1287	2145	1042
gene-OW489_RS06285	25	34	23	17	14	22
gene-OW489_RS06295	1469	2665	2659	1730	1833	1582
gene-OW489_RS06300	4739	5276	5486	3436	5032	3167
gene-OW489_RS06305	6215	6224	6239	4166	5079	4027
gene-OW489_RS06310	330	360	424	281	198	293
gene-OW489_RS06315	296	265	283	193	302	240
gene-OW489_RS06320	137	540	561	279	278	174
gene-OW489_RS06325	1271	1062	1253	1080	2084	1193
gene-OW489_RS06330	630	1209	1584	720	910	518
gene-OW489_RS06335	42	144	118	190	225	144
gene-OW489_RS06340	936	955	995	523	601	505
gene-OW489_RS06345	487	258	316	166	261	163
gene-OW489_RS06350	112	208	195	86	110	86
gene-OW489_RS06355	541	563	626	931	1357	981
gene-OW489_RS06360	142	109	117	177	297	161
gene-OW489_RS06365	284	449	533	1016	1400	907
gene-OW489_RS06370	375	566	580	3442	4068	3330
gene-OW489_RS06375	2283	1587	2001	3077	5669	2936
gene-OW489_RS06385	152	214	308	301	402	292
gene-OW489_RS06390	5	5	11	16	31	13
gene-OW489_RS06395	20	45	51	48	58	44
gene-OW489_RS06400	5624	11682	14057	2500	3588	2471
gene-OW489_RS06405	9448	6725	8491	1139	1761	1335
gene-OW489_RS06410	6807	7061	10203	1480	3303	1561
gene-OW489_RS06415	4170	4069	5807	985	2204	865
gene-OW489_RS06420	18380	13584	17435	3448	4808	3338
gene-OW489_RS06425	5157	4980	6742	1283	2323	1279
gene-OW489_RS06430	8836	4776	5928	1238	1564	1128
gene-OW489_RS06435	12081	10448	12142	2474	4138	2471
gene-OW489_RS06440	4544	5079	5620	1525	1832	1553
gene-OW489_RS06445	1212	1724	2326	558	1037	557
gene-OW489_RS06450	2189	2348	2834	691	1094	655
gene-OW489_RS06455	5207	2834	3710	852	1702	808
gene-OW489_RS06460	1383	1157	1529	413	721	410
gene-OW489_RS06465	4935	4497	5682	1467	1668	1536
gene-OW489_RS06470	674	1495	2124	501	862	468
gene-OW489_RS06475	5798	3490	4932	1254	2851	1353
gene-OW489_RS06480	5983	5287	7105	1953	3047	1934
gene-OW489_RS06485	2777	2269	2793	708	1055	830
gene-OW489_RS06490	6119	5325	6520	1751	1725	1803
gene-OW489_RS06495	3867	4313	6074	1709	4119	1635
gene-OW489_RS06500	8856	6788	9936	2269	5238	2522
gene-OW489_RS06505	4825	3279	4200	1080	1464	1045
gene-OW489_RS06510	719	1100	1308	352	517	340
gene-OW489_RS06515	112	702	936	270	371	237
gene-OW489_RS06520	2003	3743	4432	1941	2986	2050
gene-OW489_RS06525	1998	3353	3585	1371	1530	1628
gene-OW489_RS06530	7989	7093	8188	3365	5339	3717
gene-OW489_RS06535	27749	20595	23429	9107	13401	8867
gene-OW489_RS06540	5735	6878	7097	3217	3622	2967
gene-OW489_RS06545	246	358	365	218	295	164
gene-OW489_RS06550	947	1273	1371	988	1386	778
gene-OW489_RS06555	291	379	406	744	946	703
gene-OW489_RS06560	237	453	419	386	399	368
gene-OW489_RS06565	4356	5241	5700	9119	12278	8132
gene-OW489_RS06570	925	1354	1586	1269	2037	1039
gene-OW489_RS06575	586	933	985	930	1205	855
gene-OW489_RS06580	129	183	218	126	252	139
gene-OW489_RS06585	322	424	380	393	518	385
gene-OW489_RS06590	272	502	488	196	284	136
gene-OW489_RS06595	254	310	336	267	285	256
gene-OW489_RS06600	29	117	106	109	153	93
gene-OW489_RS06610	1188	1575	1418	874	1119	741
gene-OW489_RS06615	796	1601	1651	727	970	562
gene-OW489_RS06620	6662	5149	5423	5258	7461	4448
gene-OW489_RS06625	2344	2058	2307	2221	3638	1854
gene-OW489_RS06630	6805	4822	5168	5813	6948	5478
gene-OW489_RS06635	1030	993	1146	1399	1897	1239
gene-OW489_RS06640	2357	1916	1928	2725	3828	2400
gene-OW489_RS06645	4632	3581	3679	5557	6389	4687
gene-OW489_RS06650	5258	4898	4878	7023	8965	6292
gene-OW489_RS06655	9468	8913	9069	13480	17045	12485
gene-OW489_RS06660	868	918	935	846	1050	781
gene-OW489_RS06665	1423	910	1051	1400	2009	1298
gene-OW489_RS06670	5664	6159	6228	8501	8240	7728
gene-OW489_RS06675	3896	3502	3643	4443	5469	4102
gene-OW489_RS06680	6486	3647	3706	4370	3943	4194
gene-OW489_RS06685	3118	3650	3714	4785	5594	4482
gene-OW489_RS06690	1872	2006	1848	1374	1698	1376
gene-OW489_RS06695	310	576	595	300	419	290
gene-OW489_RS06700	841	746	811	681	817	659
gene-OW489_RS06705	1099	2574	2678	3196	3788	2860
gene-OW489_RS06710	1123	2036	2116	1897	2238	1581
gene-OW489_RS06715	175	247	253	51	51	68
gene-OW489_RS06720	399	454	494	480	548	425
gene-OW489_RS06725	1198	2282	2216	2044	2399	1878
gene-OW489_RS06730	749	674	743	1272	1271	1169
gene-OW489_RS06735	26	44	37	37	53	19
gene-OW489_RS06740	867	828	681	730	997	799
gene-OW489_RS06745	410	510	484	197	284	149
gene-OW489_RS06750	380	656	699	337	552	257
gene-OW489_RS06755	6346	9342	8819	5731	5886	5780
gene-OW489_RS06760	17270	7012	6797	3987	4198	4186
gene-OW489_RS06765	2955	4082	3763	2688	2753	2772
gene-OW489_RS06770	74	72	89	111	212	89
gene-OW489_RS06775	622	4532	3886	7156	7865	6930
gene-OW489_RS06780	745	743	848	767	1048	869
gene-OW489_RS06785	36	48	58	42	99	48
gene-OW489_RS06795	93	191	183	45	37	35
gene-OW489_RS06800	1187	1302	1442	363	412	349
gene-OW489_RS06805	2092	2736	2802	3231	3926	2782
gene-OW489_RS06810	1623	2220	2186	2990	3570	2728
gene-OW489_RS06815	333	385	498	340	501	279
gene-OW489_RS06820	524	511	560	382	485	353
gene-OW489_RS06825	1827	2803	3208	759	1032	589
gene-OW489_RS06830	1000	976	906	209	242	147
gene-OW489_RS06835	287	683	717	184	245	136
gene-OW489_RS06840	1202	1448	1430	620	829	526
gene-OW489_RS06845	3315	2660	2535	1409	1572	1428
gene-OW489_RS06850	1238	1482	1459	579	727	513
gene-OW489_RS06855	1181	2577	2409	11718	13833	11463
gene-OW489_RS06860	59	61	79	102	128	108
gene-OW489_RS06865	51	88	77	70	71	57
gene-OW489_RS06870	42	32	34	24	52	37
gene-OW489_RS06875	187	361	374	966	1206	1078
gene-OW489_RS06880	2885	3233	3457	7487	9885	6745
gene-OW489_RS06885	453	860	936	783	1037	634
gene-OW489_RS06890	454	413	437	333	526	346
gene-OW489_RS06895	5299	6239	7160	5778	7438	5687
gene-OW489_RS06900	913	895	1129	529	859	544
gene-OW489_RS06905	994	1521	1554	369	406	323
gene-OW489_RS06910	971	1858	1770	697	692	684
gene-OW489_RS06915	4025	3803	4079	2213	3006	2112
gene-OW489_RS06920	3266	7696	9424	4782	5524	7094
gene-OW489_RS06925	36	99	129	13	28	14
gene-OW489_RS06935	131	145	164	91	123	119
gene-OW489_RS06945	31	38	32	12	19	11
gene-OW489_RS06950	507	531	556	1241	1285	1245
gene-OW489_RS06955	519	1246	1396	816	1080	679
gene-OW489_RS06965	422	405	356	18	23	31
gene-OW489_RS06970	301	272	295	11	17	23
gene-OW489_RS06975	347	1140	1102	347	398	310
gene-OW489_RS06980	78535	58107	58090	49324	59436	50655
gene-OW489_RS06985	2944	5941	5731	5007	3973	5265
gene-OW489_RS06990	406	948	996	52	87	60
gene-OW489_RS06995	2810	7039	7220	2192	2977	2046
gene-OW489_RS07000	15622	15235	15837	4653	5409	4457
gene-OW489_RS07005	7655	10206	10742	7004	8294	6744
gene-OW489_RS07010	18299	14048	14053	8694	8962	8471
gene-OW489_RS07015	16892	8245	8110	1810	2473	1665
gene-OW489_RS07020	13671	21616	19976	4457	3759	4768
gene-OW489_RS07025	77253	56516	61903	23735	34678	22253
gene-OW489_RS07030	2549	5759	6115	4397	5491	4414
gene-OW489_RS07035	3766	4709	4964	4166	4446	4380
gene-OW489_RS07040	48228	29807	34678	22034	31773	22826
gene-OW489_RS07045	233	578	577	685	905	528
gene-OW489_RS07050	105	202	219	88	121	80
gene-OW489_RS07055	2145	2525	2701	4632	6106	4711
gene-OW489_RS07060	1919	1840	2071	3047	4819	3158
gene-OW489_RS07070	2901	8782	9326	3797	5175	3398
gene-OW489_RS07075	375	450	451	75	113	76
gene-OW489_RS07080	903	1023	1087	503	699	547
gene-OW489_RS07085	831	918	907	504	676	457
gene-OW489_RS07090	4302	3520	3290	1641	2061	1524
gene-OW489_RS07095	443	585	630	596	723	674
gene-OW489_RS07105	678	553	718	796	1456	811
gene-OW489_RS07110	641	565	697	1151	1703	1027
gene-OW489_RS07115	359	460	471	1200	1448	1157
gene-OW489_RS07120	6473	10817	13478	4704	5675	4163
gene-OW489_RS07125	1652	2265	2559	1455	2278	1399
gene-OW489_RS07130	910	897	827	423	462	485
gene-OW489_RS07135	698	950	938	1106	710	1033
gene-OW489_RS07140	1448	1899	1913	1697	2265	1647
gene-OW489_RS07145	940	771	689	654	777	609
gene-OW489_RS07150	103	114	108	33	50	37
gene-OW489_RS07155	172	261	251	81	110	60
gene-OW489_RS07160	3477	2143	2367	2189	3296	2230
gene-OW489_RS07165	614	974	830	1023	1204	893
gene-OW489_RS07170	738	702	882	2196	3336	2003
gene-OW489_RS07175	863	1113	1059	300	395	287
gene-OW489_RS07180	6372	5396	6126	8650	11760	7892
gene-OW489_RS07185	57	142	128	128	113	129
gene-OW489_RS07190	34	50	54	70	87	54
gene-OW489_RS07195	3846	7565	7326	15343	13937	16019
gene-OW489_RS07200	1187	2031	2224	1218	1633	1093
gene-OW489_RS07215	178	144	186	70	264	46
gene-OW489_RS07220	217	363	404	443	663	347
gene-OW489_RS07225	1562	3613	3823	3723	4304	2918
gene-OW489_RS07230	3093	4660	4694	4319	5414	3643
gene-OW489_RS07235	6408	8462	9466	3435	3970	3037
gene-OW489_RS07240	6421	7884	9319	2839	3682	2660
gene-OW489_RS07245	2764	2545	2679	5438	6656	5214
gene-OW489_RS07250	1414	1410	1636	3483	4589	3667
gene-OW489_RS07255	2905	4557	4623	3524	4144	3476
gene-OW489_RS07260	1873	3746	3828	2418	2844	2791
gene-OW489_RS07265	580	388	390	141	151	149
gene-OW489_RS07270	1315	1418	1565	227	380	229
gene-OW489_RS07275	1877	4281	4171	3056	2044	3531
gene-OW489_RS07290	72	127	122	458	926	368
gene-OW489_RS07295	48	71	109	104	146	89
gene-OW489_RS07300	71	62	66	71	147	87
gene-OW489_RS07305	4	9	8	6	5	7
gene-OW489_RS07310	3812	3615	4178	2215	3126	2189
gene-OW489_RS07315	1985	1465	1706	1601	2616	1700
gene-OW489_RS07320	3698	4231	3975	1730	1506	1662
gene-OW489_RS07325	4889	5160	5362	3080	4334	2767
gene-OW489_RS07330	1102	1283	1224	736	954	742
gene-OW489_RS07335	20223	17214	16560	13273	13884	12391
gene-OW489_RS07340	5995	8007	8306	6348	8610	6174
gene-OW489_RS07345	9429	8940	8858	8099	9565	9036
gene-OW489_RS07350	1948	1671	1664	1269	914	1473
gene-OW489_RS07355	2524	3963	4338	2987	5261	2997
gene-OW489_RS07360	2132	3046	3268	1663	3099	1505
gene-OW489_RS07365	1944	3187	3443	974	1574	832
gene-OW489_RS07370	3362	4916	5126	3226	4467	3090
gene-OW489_RS07375	5279	8686	9319	10443	12199	10706
gene-OW489_RS07380	7875	9481	10552	8382	11011	8342
gene-OW489_RS07385	1059	1498	1592	1641	2504	1704
gene-OW489_RS07390	346	507	592	530	1010	530
gene-OW489_RS07395	73	165	182	89	169	81
gene-OW489_RS07400	776	1266	1442	330	411	330
gene-OW489_RS07405	2309	3612	3817	1590	2162	1425
gene-OW489_RS07410	6481	8306	9562	3517	3983	2750
gene-OW489_RS07415	2693	2968	4437	4222	9414	4304
gene-OW489_RS07420	349	914	1040	1003	1588	989
gene-OW489_RS07430	504	570	578	772	805	624
gene-OW489_RS07435	83	85	128	23	27	23
gene-OW489_RS07440	3673	2742	2832	1481	2019	1395
gene-OW489_RS07445	11254	8428	9413	24459	33029	23024
gene-OW489_RS07450	14668	9360	10977	25426	38606	22438
gene-OW489_RS07455	2488	2291	2563	6993	8139	6164
gene-OW489_RS07460	1332	1273	1379	3279	5609	3296
gene-OW489_RS07465	3231	2523	2726	2108	2261	2154
gene-OW489_RS07470	724	1425	1603	1364	2043	1460
gene-OW489_RS07475	398	562	603	311	346	360
gene-OW489_RS07480	28	48	56	19	41	22
gene-OW489_RS07485	2411	2686	2706	6360	5785	6250
gene-OW489_RS07490	2848	2408	2432	2963	4008	3044
gene-OW489_RS07495	543	665	696	543	758	447
gene-OW489_RS07500	2392	4900	5135	3584	4950	3194
gene-OW489_RS07505	2506	1888	2114	3243	4876	3213
gene-OW489_RS07510	0	0	2	9	12	9
gene-OW489_RS07515	44	71	111	169	411	172
gene-OW489_RS07520	144	212	187	87	94	83
gene-OW489_RS07525	193	330	363	454	635	377
gene-OW489_RS07530	91	304	289	8	25	15
gene-OW489_RS07540	1802	2508	2682	3226	3939	3176
gene-OW489_RS07545	120	152	141	77	80	58
gene-OW489_RS07550	1121	1286	1230	803	1123	564
gene-OW489_RS07555	1643	1335	1324	1395	1648	1285
gene-OW489_RS07560	2185	2602	2644	3255	3433	3155
gene-OW489_RS07565	41	46	47	8	2	4
gene-OW489_RS07570	3379	2954	3458	1103	1584	902
gene-OW489_RS07575	5321	5024	5787	3542	4832	3093
gene-OW489_RS08150	46	167	156	10	21	17
gene-OW489_RS08155	121	361	393	74	87	68
gene-OW489_RS07585	1209	2302	2439	647	896	610
gene-OW489_RS07590	9258	6635	7052	6312	7951	6335
gene-OW489_RS07595	1212	1151	1244	914	1113	920
gene-OW489_RS07600	1368	1750	1725	1476	1836	1253
gene-OW489_RS07605	33	115	106	304	307	308
gene-OW489_RS07610	359	421	424	256	275	181
gene-OW489_RS07615	978	850	976	438	623	320
gene-OW489_RS07620	312	808	727	116	140	93
gene-OW489_RS07625	953	1646	1797	2061	3069	1823
gene-OW489_RS07630	4595	6041	6586	4188	5956	3343
gene-OW489_RS07635	46	116	129	28	51	37
gene-OW489_RS07640	260	345	409	580	792	635
gene-OW489_RS07645	1523	1256	1316	1847	2470	1705
gene-OW489_RS07650	4690	5112	5505	12085	14636	11287
gene-OW489_RS07655	165	234	210	127	220	102
gene-OW489_RS07660	4	55	54	45	58	29
gene-OW489_RS07665	277	1126	1078	1623	1778	1465
gene-OW489_RS07670	212	677	759	688	1049	676
gene-OW489_RS07675	684	900	832	538	678	440
gene-OW489_RS07680	1057	893	820	2597	3438	2539
gene-OW489_RS07685	4529	5540	5033	36534	46100	34960
gene-OW489_RS07690	13822	11570	12982	20954	26224	21712
gene-OW489_RS07695	840	1307	1300	2021	2689	1892
gene-OW489_RS07700	8214	7401	7517	11062	12821	10495
gene-OW489_RS07705	2670	3314	3184	2422	2609	2217
gene-OW489_RS07710	132	444	383	81	129	72
gene-OW489_RS07715	1841	1521	1446	451	654	362
gene-OW489_RS07720	3656	4645	4542	2710	3620	2295
gene-OW489_RS07725	6361	5493	5488	3872	4412	3626
gene-OW489_RS07730	276	540	553	236	418	210
gene-OW489_RS07735	30161	31361	32091	17898	21478	16879
gene-OW489_RS07740	2866	2821	2953	2973	3848	2511
gene-OW489_RS07745	1416	1473	1591	1006	1345	817
gene-OW489_RS07750	2307	2669	3032	2729	3715	2221
gene-OW489_RS07755	1957	2643	2712	2628	3070	2368
gene-OW489_RS07760	781	1201	1124	1243	1216	1301
gene-OW489_RS07765	2101	2043	1842	1666	1846	1775
gene-OW489_RS07770	1268	1485	1627	997	1321	896
gene-OW489_RS07780	373	574	600	752	1115	816
gene-OW489_RS07785	1951	1448	1538	1429	2151	1656
gene-OW489_RS07790	9	14	18	21	46	24
gene-OW489_RS07795	109	165	167	35	37	22
gene-OW489_RS07800	293	1044	1023	89	131	85
gene-OW489_RS07805	162	597	596	66	76	83
gene-OW489_RS07810	331	652	712	44	51	45
gene-OW489_RS07815	3229	3606	3928	2960	3894	2959
gene-OW489_RS07820	4487	4672	5001	4235	5646	3909
gene-OW489_RS07825	6532	5255	5680	5343	7088	4989
gene-OW489_RS07830	521	559	575	455	618	420
gene-OW489_RS07835	603	709	710	432	457	354
gene-OW489_RS07840	411	572	547	340	418	329
gene-OW489_RS07845	1398	2034	2108	996	1538	925
gene-OW489_RS07850	3334	3363	3199	2545	3194	2490
gene-OW489_RS08050	219	178	180	172	190	168
gene-OW489_RS08070	104	117	177	151	446	183
gene-OW489_RS08075	1809	1444	1597	1778	3181	1807
gene-OW489_RS08080	40	103	72	106	58	116
