gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-OW489_RS03530	4064.63777427766	-3.3404598512541	0.224348298483331	-14.8896152715965	3.8497838372807e-50	4.00377519077193e-48
gene-OW489_RS03535	6805.79994178634	-3.54331684681228	0.218337627674897	-16.2286129264364	3.16531594867266e-59	3.89046105691403e-57
gene-OW489_RS03540	1744.7860645404	-3.77729042921733	0.211263902451531	-17.8794880970446	1.70394258269946e-71	2.87966296476209e-69
gene-OW489_RS03545	1445.17049354149	-2.24434298806309	0.397047147257896	-5.65258560239776	1.58052039251069e-08	7.12287856891483e-08
gene-OW489_RS03550	753.013775827295	-1.84762696159039	0.320294238365402	-5.76853012099006	7.99659219371508e-09	3.75395577982736e-08
gene-OW489_RS03555	829.907342706058	-1.14388323745488	0.255002863742715	-4.48576624068425	7.2652361218659e-06	2.30037452851585e-05
gene-OW489_RS03560	1798.4818460532	-1.09997192363779	0.197506816569651	-5.56928587449478	2.55785517228128e-08	1.11872424945588e-07
gene-OW489_RS03570	605.718941361505	0.702588957359761	0.184453632348385	3.80902749604167	0.000139514444338956	0.000368405329582555
gene-OW489_RS03755	2.28956546292691	1.05811669330516	1.36168490331211	0.777064275833153	0.437120849412359	0.508594998627805
gene-OW489_RS03760	21.6182014596823	0.927153142704971	0.55061435976523	1.68385209405052	0.0922102565867645	0.132198668269511
gene-OW489_RS03765	19.1811478225021	3.03332578832181	0.645128856049084	4.70189135066534	2.57762655436456e-06	8.75615854648462e-06
gene-OW489_RS03770	1244.313556657	1.89461875073007	0.160650227709839	11.7934395595882	4.21949278637847e-32	1.58465395755102e-30
gene-OW489_RS03775	7061.83424162503	0.264213182971925	0.139813871061054	1.88974942877125	0.0587914799597059	0.0878818061767286
gene-OW489_RS03780	2086.38140218041	0.151070866356167	0.148320633326599	1.0185424843994	0.308420221620822	0.378732188584334
gene-OW489_RS03785	1839.03346825774	0.0491144143941232	0.16274157530324	0.301793898102603	0.76280918273249	0.811422513811429
gene-OW489_RS03790	572.180942399294	-0.0989311434958731	0.205486712807957	-0.481447886065177	0.63019820987963	0.696101290651356
gene-OW489_RS03795	5879.81733989862	-0.312976213212418	0.201176661055004	-1.55572824189008	0.119772727909175	0.164398708764674
gene-OW489_RS03800	81.3243624458629	0.491889211413464	0.237296162326262	2.07289155707946	0.0381823729531231	0.0597483428618316
gene-OW489_RS03805	1552.29417820172	0.327695914886617	0.138901216213491	2.35920119218357	0.0183143234734448	0.0307589631504315
gene-OW489_RS03810	3650.95196614723	0.500513119321636	0.320944370123789	1.5595011656649	0.118877808894764	0.163336176448904
gene-OW489_RS03815	9414.81923934943	0.411431667330324	0.420175558512361	0.979189910015245	0.32748615317487	0.399965021763708
gene-OW489_RS03820	12272.4838050643	0.805806645246523	0.395760943991745	2.03609440870783	0.0417408760899319	0.0647918076619838
gene-OW489_RS03825	2266.59647304246	0.277713987410077	0.145963844908585	1.90262175940902	0.0570899177788654	0.0856665580877093
gene-OW489_RS03830	1571.02215622891	0.7310957822398	0.337888079050116	2.16372173974023	0.0304857115094037	0.0493612957613339
gene-OW489_RS03835	137.821936065937	0.053804461684191	0.371647310991108	0.144772907250978	0.884890173716285	0.923122840070251
gene-OW489_RS03840	380.768998829083	-0.11835918903565	0.352212948883455	-0.336044399874732	0.736837385080232	0.788136190370628
gene-OW489_RS03845	717.276198238864	0.150986274140999	0.395267860146362	0.381984697883331	0.702472714895352	0.758580759216067
gene-OW489_RS03850	1156.3482814781	-1.09303456675087	0.135363291258702	-8.07482262426596	6.75748034955042e-16	6.92129805499406e-15
gene-OW489_RS03855	854.864380678802	0.919816662907417	0.142921813589788	6.4358031836026	1.22822100752166e-10	7.06619064752888e-10
gene-OW489_RS03860	1667.4757306905	1.98870642039361	0.27361110405983	7.26836883037736	3.63854217747901e-13	2.71785028947604e-12
gene-OW489_RS03865	617.70343617205	0.364361385295768	0.192945096531299	1.88842003163663	0.0589695842205275	0.0879987614416702
gene-OW489_RS03870	550.483173504066	-0.899794525002236	0.239268449099796	-3.76060666747977	0.000169501776598108	0.000439858736968602
gene-OW489_RS03880	62.1554829482551	-1.24077910628496	0.682123459333696	-1.81899491845209	0.0689122053428987	0.101161022392616
gene-OW489_RS03885	37.4322429843374	-0.944626320718518	0.48450120140809	-1.94968829380233	0.0512132824144432	0.0780612827782719
gene-OW489_RS03895	6442.28852163707	0.643010850203363	0.207843474198583	3.09372643371522	0.00197659654210616	0.00414319151151555
gene-OW489_RS03900	1807.14651049519	-0.0489495826082919	0.142697136339784	-0.343031288951275	0.731574921503579	0.783461138512564
gene-OW489_RS03905	102.403409993074	0.768097318465117	0.274357484138958	2.79962225515993	0.00511624386631533	0.00978382136811644
gene-OW489_RS03910	191.442086146097	2.10308630610384	0.250320327743859	8.40158018751012	4.405102101731e-17	4.88171970618058e-16
gene-OW489_RS03915	73.9090210419968	-0.279113947129098	0.286360746811759	-0.974693460038274	0.329712337984077	0.402320470175516
gene-OW489_RS03925	1553.62645567517	1.54219132485892	0.18331051729345	8.41299968833822	3.99656029023516e-17	4.46557810941978e-16
gene-OW489_RS03930	10603.8069442682	0.229092518133076	0.1666081048223	1.37503825745705	0.169119584264455	0.223072856512725
gene-OW489_RS03940	1219.85608764797	0.928329283714498	0.163713436246533	5.67045262135079	1.42420752469998e-08	6.5051640993053e-08
gene-OW489_RS03945	1834.5847110528	0.554389280323427	0.215101605189726	2.57733678851182	0.00995648885820823	0.0178767236869821
gene-OW489_RS03950	1093.98891029656	-0.398012988475036	0.228169537974158	-1.74437390726589	0.0810939118103665	0.117260929163225
gene-OW489_RS03955	34.7463755216405	1.11511259306831	0.452427687003292	2.46473110532732	0.0137116107796341	0.0238585556937777
gene-OW489_RS03960	193.813603096544	1.30107510387541	0.200037072756084	6.50416988185929	7.8123571817513e-11	4.6325907498806e-10
gene-OW489_RS03965	87.4120929253933	2.94128825720477	0.313307099943327	9.38787616921803	6.1222251216289e-21	9.62470740051427e-20
gene-OW489_RS03970	890.020278611197	2.1461739987413	0.159665765459186	13.4416666751891	3.44587028362969e-41	2.0255724449858e-39
gene-OW489_RS03975	1829.47496746579	1.2571613353893	0.136372035799988	9.21861529759029	3.00961504905984e-20	4.47142807288891e-19
gene-OW489_RS03980	6920.76666748872	0.735495322655621	0.232163395953795	3.16800725469228	0.00153487690335277	0.00330438467091234
gene-OW489_RS03985	6230.92978167097	0.435804595833426	0.176233881398825	2.47287634122511	0.0134030510916892	0.0233818388076953
gene-OW489_RS03990	4256.30063070655	0.874001208627074	0.243680821026703	3.58666391940341	0.000334935550071193	0.000815915069722978
gene-OW489_RS03995	3704.5005059864	0.582295465094111	0.201389896130106	2.89138371032241	0.00383549510022717	0.00757020346789362
gene-OW489_RS04000	1395.01855644139	-0.908126427653982	0.132868056408013	-6.83479876355905	8.2120222540688e-12	5.44247749387305e-11
gene-OW489_RS04005	78402.6933556894	-5.99262706122003	0.168288771451843	-35.6091913294099	1.00968153155051e-277	1.36508943065629e-274
gene-OW489_RS04010	548.414042228397	-1.30737295716324	0.138227987086498	-9.45809155381205	3.13614627722674e-21	5.04770210334589e-20
gene-OW489_RS04015	44.4572450239919	-0.203686115214981	0.309568046115886	-0.65796879804168	0.510558180926354	0.578604074276975
gene-OW489_RS04020	1080.56057760511	1.04291967476597	0.254169491471546	4.10324492026111	4.07395573924903e-05	0.000118451358268058
gene-OW489_RS04025	8295.83318898539	0.844702553169863	0.271091499471778	3.11593153904039	0.0018336483697662	0.00387964412507652
gene-OW489_RS04030	840.112456544504	0.592450002819219	0.217473259282293	2.72424299325089	0.00644490692094478	0.0120853178323403
gene-OW489_RS04035	891.409301600472	0.0174378047272444	0.219236095322274	0.0795389313133456	0.93660396697556	0.96003681831005
gene-OW489_RS04040	3124.81238003194	-0.287692716753212	0.118868002891289	-2.42027046602542	0.0155089670016405	0.0265083734339038
gene-OW489_RS04045	1544.0002946112	0.965339456205526	0.206061813860507	4.68470813742816	2.80359142891744e-06	9.4525077603401e-06
gene-OW489_RS04050	471.100885907913	0.107770044310608	0.155052779989759	0.695053931427259	0.487021503926367	0.55753858874551
gene-OW489_RS04055	3096.13668437956	0.495869677958179	0.1077130334874	4.60361816860525	4.15213423873045e-06	1.35924588154082e-05
gene-OW489_RS04060	3574.00125948041	-0.387673266838963	0.185312264600341	-2.09200005015885	0.0364385112113136	0.057437959629478
gene-OW489_RS04065	4004.22400325804	-0.569728021530059	0.185679500954804	-3.0683409778699	0.00215250856567088	0.00447721781659544
gene-OW489_RS04075	71.3111294711746	1.19526028856047	0.310457742086003	3.84999349840456	0.000118120960292034	0.000316864163323076
gene-OW489_RS04080	453.370916860609	0.271566074252798	0.171574740281583	1.58278586817099	0.113470278795709	0.156862798498772
gene-OW489_RS04090	491.075157904963	0.467227466411539	0.202242588360072	2.31023282583631	0.0208752676216448	0.0348074182388574
gene-OW489_RS04095	487.113278336613	0.506074272781104	0.175345185608599	2.88616006778053	0.00389973764787404	0.00767459286743188
gene-OW489_RS04100	52.8008228059818	-0.19670355704895	0.283492119474478	-0.693858994788244	0.487770641144256	0.557923779041484
gene-OW489_RS04105	1134.40853324274	-0.108288614927507	0.136398269848189	-0.79391487185308	0.427244991255462	0.499684453440644
gene-OW489_RS04110	272.825255543371	-0.12475841379035	0.256694413467596	-0.486019201216854	0.626953552201019	0.693083567110202
gene-OW489_RS04115	11460.1703412681	-0.215988959221235	0.313978728297337	-0.687909529389182	0.491509755242762	0.561251004297478
gene-OW489_RS04120	10436.4303263824	-0.552225991920079	0.204408822267737	-2.70157611493288	0.00690116823366263	0.0128164552910878
gene-OW489_RS04125	284.135872825765	-3.81962872508136	0.435894632007246	-8.7627340293052	1.90570930991013e-18	2.38566572870231e-17
gene-OW489_RS04130	1034.93262153598	-2.18862367048781	0.274343742009016	-7.97766938097638	1.4912218869773e-15	1.47162919065206e-14
gene-OW489_RS04140	633.993603634642	0.162237038726629	0.191148839891592	0.848747179520628	0.396021987377978	0.471321942724494
gene-OW489_RS04145	491.696675963641	1.42241484165974	0.17133602634269	8.30190166086123	1.02458000192568e-16	1.11712271177703e-15
gene-OW489_RS04150	118.430303995452	0.36609807717632	0.24748345774077	1.4792830216547	0.139064688651385	0.187640178699274
gene-OW489_RS04160	5.04426539093905	-1.46870377266065	0.923538354360435	-1.59030078797079	0.111767021110991	0.1546663383235
gene-OW489_RS04175	1123.23462280462	-0.636930523288702	0.156988939203225	-4.05716814522955	4.96713221196361e-05	0.000141806376119575
gene-OW489_RS04180	925.798316758229	-0.609990056323086	0.1708844891583	-3.56960458686229	0.000357520462520584	0.00086780550328156
gene-OW489_RS04185	1749.15945164539	0.0407351272946003	0.289951960828434	0.140489228554324	0.888273462456689	0.923122840070251
gene-OW489_RS04190	165.695252890555	0.603952482789332	0.311893816197039	1.93640415880444	0.0528182205347002	0.0800563163261375
gene-OW489_RS04195	3243.82355518223	-0.446826813702949	0.217412794189343	-2.05520017977328	0.0398596737843169	0.0620141299843457
gene-OW489_RS04200	1100.78592624485	1.13369505080089	0.130217714368511	8.70615074376581	3.14368684688615e-18	3.82906722251358e-17
gene-OW489_RS04205	1209.17967344082	0.262247904614337	0.121098194015818	2.16558064094731	0.0303432470396783	0.0491895323712771
gene-OW489_RS04210	574.43791650091	0.605735122182606	0.168105908793303	3.60329465234559	0.000314208996348344	0.000772382841932657
gene-OW489_RS04215	2448.61674761007	-0.00981176242053274	0.286911326146527	-0.0341978915657092	0.972719347845953	0.982191937120166
gene-OW489_RS04225	487.351566130709	1.05588216109095	0.159296158759783	6.62842198651637	3.3929435795696e-11	2.06633320701716e-10
gene-OW489_RS04240	149.355835201862	2.17874239249167	0.227142809595159	9.59194964777834	8.64360036635846e-22	1.47925920193882e-20
gene-OW489_RS04245	2409.65821473521	-0.697752246705676	0.184094897131488	-3.79017700967188	0.000150539968207064	0.000395203955370778
gene-OW489_RS04250	613.661788673875	0.147571166401155	0.164304801389722	0.898154923976473	0.369102960868705	0.442400002743342
gene-OW489_RS04255	833.213012674311	0.283486189010043	0.152468585278163	1.85930884380446	0.0629833741570668	0.0933700897591604
gene-OW489_RS04260	842.573372938387	0.381203817344468	0.152828090682696	2.49433082387928	0.0126194866776262	0.0221578519326631
gene-OW489_RS04265	1997.32548615746	-0.367265735576686	0.218521911535963	-1.68068150692634	0.0928247945353125	0.132662919885563
gene-OW489_RS04270	2251.13476948222	0.0464353382788209	0.140983180665296	0.329367929278469	0.741877605391792	0.792900017778422
gene-OW489_RS04275	3756.29111031132	-0.142373733183627	0.147720188033707	-0.96380687757546	0.335142757922625	0.407475727258444
gene-OW489_RS04280	483.431153188492	-0.341162105894778	0.228501405182784	-1.49304161005869	0.135426295266678	0.183096351200548
gene-OW489_RS04285	110.386753258382	0.149811079381599	0.405626007843745	0.369333022253616	0.711879514564701	0.765681068966966
gene-OW489_RS04290	151.773701046541	0.355336746706778	0.189634436831277	1.8737986235218	0.0609581862074129	0.0905664480795849
gene-OW489_RS04295	53.5052897653917	-0.516343778052438	0.376497408459745	-1.37144045735881	0.170237692893324	0.224110380517793
gene-OW489_RS04300	178.390957040124	-0.298869503437989	0.223796850140681	-1.33544999963188	0.181729109599922	0.237618719708989
gene-OW489_RS04305	1142.06325519485	0.662456359043234	0.148534861247888	4.45993858598398	8.19831417408611e-06	2.58371113365138e-05
gene-OW489_RS04310	574.455563391436	1.357590836912	0.157153291982241	8.63864078052793	5.68857306097388e-18	6.63012998141094e-17
gene-OW489_RS04315	1612.17207320554	0.138276626837452	0.189900287086847	0.728153858841794	0.466519407388323	0.537269463333755
gene-OW489_RS04320	3936.37839710314	0.798089892327331	0.10092108552481	7.90805893711012	2.61433046230024e-15	2.48913717255628e-14
gene-OW489_RS04325	790.765302765534	-0.128436754856361	0.477790796281225	-0.268813790169294	0.78807298080537	0.835011496903496
gene-OW489_RS04330	1063.86312966694	-0.243716747456481	0.160144426237347	-1.52185594705165	0.128045179404879	0.174208924050285
gene-OW489_RS04335	10.3058029620389	0.571273187487488	0.698379378533395	0.817998361703017	0.413358122755205	0.486749925328144
gene-OW489_RS04360	41.1173370609559	0.0979587467925276	0.507955610267056	0.19284903013676	0.847077203653972	0.891243874972895
gene-OW489_RS04365	104.671206672674	-1.14837599452247	0.314178333460261	-3.6551724680522	0.000257009141052286	0.000644668569021689
gene-OW489_RS04370	1021.59980464424	1.97963960359179	0.222477124310874	8.89817148492795	5.67742517596551e-19	7.52537140971115e-18
gene-OW489_RS04375	267.826575754358	0.712279340887597	0.232740447122473	3.06040204740511	0.00221040050399923	0.00459057063196153
gene-OW489_RS04380	673.267776437013	0.30132597614634	0.16280301267999	1.85086240841645	0.0641893500021225	0.0948459029539559
gene-OW489_RS04385	1603.65147644184	0.267344385333281	0.16578271668543	1.61261916005733	0.10682727321995	0.148744050868561
gene-OW489_RS04390	4505.41689397981	1.34721905169846	0.109489920078759	12.3045030147923	8.566207233623e-35	4.13625434994939e-33
gene-OW489_RS04395	1611.01108695333	-0.769332869541366	0.38681424431424	-1.98889487874282	0.0467128071677339	0.0720133583703264
gene-OW489_RS04400	627.645655433555	-0.850922422404567	0.343707642063176	-2.47571574870064	0.0132969395752516	0.0232266954854524
gene-OW489_RS04405	133.274586208949	-1.76268895695102	0.292699657204907	-6.02217636256757	1.72087230225562e-09	8.84646141691861e-09
gene-OW489_RS04410	15545.4468413443	-0.725716550903731	0.29628434901717	-2.44939212385354	0.0143097567459744	0.0247718196165908
gene-OW489_RS04415	112.15879938645	-0.73404475664858	0.245211063718954	-2.99352217439054	0.00275777468041404	0.00558160384419129
gene-OW489_RS04420	1343.38200231416	0.890769242538259	0.21046573223595	4.23237185966042	2.31239664732924e-05	6.9320626766943e-05
gene-OW489_RS04425	1706.26544346574	-0.898691223836742	0.11202777844753	-8.02203914324393	1.04003985193003e-15	1.04158065171067e-14
gene-OW489_RS04430	12066.7742953853	-0.224458702655349	0.275851744771403	-0.813693249761231	0.415820702162182	0.488860512455018
gene-OW489_RS04435	314080.796696071	-1.77914020083386	0.316058097718411	-5.62915556879345	1.8109400924865e-08	8.08049836647442e-08
gene-OW489_RS04440	1462.61606254272	-0.435307213423003	0.128981267776316	-3.37496460476671	0.000738251852651759	0.00170910360408421
gene-OW489_RS04445	5101.29162439566	-0.804023407132614	0.129631086239066	-6.20239658911623	5.56097252012609e-10	2.94840582243548e-09
gene-OW489_RS04450	1103.65499126936	0.481711788957212	0.223047088612643	2.15968651262596	0.0307969460070939	0.0497460824391767
gene-OW489_RS04455	11720.3121317595	-0.751196754241139	0.200557953224483	-3.74553460565251	0.000180010030126442	0.000466232874963505
gene-OW489_RS04465	2468.0888139351	-0.922697678240303	0.243754591136516	-3.78535507347035	0.000153489264547046	0.000402165669898462
gene-OW489_RS04470	3320.88473834124	0.167657421672526	0.15249818118419	1.09940604124338	0.271590996853308	0.340622474717692
gene-OW489_RS04475	765.167582994886	-0.706576805533445	0.218869914305208	-3.22829571061166	0.00124530170255815	0.00276007852763708
gene-OW489_RS04480	1562.85794744537	-0.586835013143964	0.198216555069994	-2.96057517969042	0.00307065168192613	0.0061870656840002
gene-OW489_RS04485	12925.2969633438	-0.303089744287864	0.192140680256274	-1.57743661510726	0.114695095986451	0.158394044712648
gene-OW489_RS04490	31.2685782947601	1.15064285665997	0.542385215256797	2.12144952386872	0.0338839914123225	0.054214386259716
gene-OW489_RS04495	13003.7156092514	-1.01038711734294	0.118533246682623	-8.52408202441539	1.54026452913656e-17	1.7499475994896e-16
gene-OW489_RS04500	449.195062578213	0.420472670865079	0.255654056611891	1.64469391347621	0.100032948630656	0.141469190950468
gene-OW489_RS04505	953.318875181962	-0.023666558489377	0.142138475170569	-0.166503534394728	0.867760701952202	0.908762563159858
gene-OW489_RS04510	67.4032662595425	0.578288339675755	0.326759055543119	1.76976989578624	0.0767654807587025	0.111839364208799
gene-OW489_RS04520	272.559750340743	0.25298694096188	0.293254052450942	0.862688644359662	0.388308677531711	0.463750246315331
gene-OW489_RS04525	585.268664207796	1.28672185069002	0.138890223843016	9.2643082794968	1.9634584157537e-20	2.9826918855045e-19
gene-OW489_RS04530	8.2089811483152	0.694757916219138	0.715563058000881	0.970924796146034	0.331585729342796	0.403513866850999
gene-OW489_RS04535	1158.715557647	0.639771982445377	0.200079803766621	3.19758401598407	0.00138584034830556	0.00302202604985342
gene-OW489_RS04545	356.321522574619	0.390116125177893	0.369462903885673	1.05590066303006	0.291013601190079	0.359972908333932
gene-OW489_RS04550	7.66338594092241	0.206133807019639	0.855806811048811	0.24086488253934	0.809659840585375	0.855871856506197
gene-OW489_RS04555	90.8346991486629	0.915204641001112	0.273304304986599	3.34866529470141	0.000812018272465798	0.00186076051588773
gene-OW489_RS04560	92.518454603437	0.198177522715066	0.254862228877257	0.777586869533774	0.436812604258959	0.508594998627805
gene-OW489_RS04565	1958.25274563418	-0.399132668075966	0.127869115245147	-3.12141573288248	0.00179983749985403	0.00381407570501984
